Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP1569,Flash Sale Frenzy,Social Media,2022-07-22,2024-03-23,54400,5500.8,2046.4,3499.216,7166.304,Suceava,18-24,Male
CMP1570,Seasonal Steals,Influencer Marketing,2022-05-14,2024-01-25,70452.8,6931.2,1974.4,4387.632,8271.872,Târgu Mureș,18-24,Female
CMP1571,Deal of the Day,Email,2022-07-23,2024-03-15,5649.6,3812.8,2844.8,6522.656,18779.456,Bacău,35-44,Female
CMP1572,Wishlist Wonders,Paid Ads,2023-02-22,2024-10-26,57771.2,44387.2,32774.4,7710.784,29002.592,Bacău,45-54,Female
CMP1573,Flash Sale Frenzy,Social Media,2022-09-19,2024-06-09,34984,7286.4,5864,7318.176,9984.752,Galați,35-44,Male
CMP1574,Cart to Couch,Influencer Marketing,2023-01-12,2024-09-23,69816,20115.2,5993.6,3928.704,4940.128,Baia Mare,55+,Male
CMP1575,Flash Sale Frenzy,Email,2022-11-25,2024-08-07,69294.4,37812.8,21766.4,665.44,1274.832,Baia Mare,35-44,Male
CMP1576,Deal of the Day,Social Media,2022-11-28,2024-08-19,1787.2,1451.2,425.6,227.248,441.344,Galați,45-54,Female
CMP1577,Seasonal Steals,Social Media,2022-08-25,2024-04-30,59553.6,49049.6,37515.2,7799.136,24000.464,Galați,25-34,Female
CMP1578,Shop & Share,Paid Ads,2022-06-07,2024-02-04,10934.4,7244.8,3217.6,2627.184,3413.808,Bacău,18-24,Male
CMP1579,Cart to Couch,Social Media,2022-12-12,2024-08-24,32766.4,20825.6,5096,7303.216,19571.92,Baia Mare,18-24,Male
CMP1580,Cart to Couch,Social Media,2023-02-12,2024-10-14,58364.8,28769.6,396.8,5578.496,15309.376,Baia Mare,35-44,Female
CMP1581,Shop & Share,Social Media,2022-12-26,2024-09-12,6878.4,3596.8,3227.2,4620.672,8071.424,Galați,55+,Female
CMP1582,Shop & Share,Email,2022-12-18,2024-08-11,58420.8,17889.6,6801.6,689.232,2741.84,Galați,18-24,Female
CMP1583,Seasonal Steals,Paid Ads,2022-12-04,2024-08-16,57892.8,15372.8,13243.2,5939.936,15732.656,Baia Mare,45-54,Male
CMP1584,Wishlist Wonders,Social Media,2022-09-17,2024-05-24,16640,16395.2,13939.2,2638.08,9789.744,Târgu Mureș,35-44,Female
CMP1585,Flash Sale Frenzy,Paid Ads,2023-02-26,2024-11-07,16139.2,7531.2,923.2,306.88,593.408,Baia Mare,45-54,Male
CMP1586,Shop & Share,Influencer Marketing,2022-08-31,2024-05-01,67121.6,52470.4,21924.8,7844.656,23315.36,Suceava,18-24,Male
CMP1587,Deal of the Day,Social Media,2022-08-31,2024-05-13,11419.2,10267.2,3945.6,4088.08,6540.8,Bacău,18-24,Female
CMP1588,Flash Sale Frenzy,Influencer Marketing,2022-12-02,2024-08-02,75027.2,61240,53995.2,7139.856,16597.584,Galați,55+,Female
CMP1589,Wishlist Wonders,Email,2022-10-05,2024-06-17,41393.6,28168,19656,5855.232,20412.256,Târgu Mureș,55+,Male
CMP1590,Wishlist Wonders,Paid Ads,2022-07-03,2024-03-24,21792,5467.2,4606.4,7928.144,19262.96,Bacău,45-54,Female
CMP1591,Cart to Couch,Social Media,2022-11-20,2024-08-11,23600,11622.4,8336,1516.88,5363.872,Târgu Mureș,18-24,Female
CMP1592,Wishlist Wonders,Email,2022-10-13,2024-06-25,54267.2,6873.6,1457.6,5751.632,9670.064,Suceava,35-44,Female
CMP1593,Flash Sale Frenzy,Social Media,2022-09-17,2024-05-26,55160,6803.2,310.4,5868.192,22476.256,Baia Mare,45-54,Female
CMP1594,Deal of the Day,Paid Ads,2022-06-08,2024-02-06,12912,249.6,105.6,896.384,2038.416,Târgu Mureș,25-34,Female
CMP1595,Seasonal Steals,Paid Ads,2022-05-12,2024-01-27,74312,30233.6,9385.6,4754.8,9086.544,Bacău,45-54,Male
CMP1596,Flash Sale Frenzy,Social Media,2023-01-11,2024-09-07,11614.4,8961.6,4385.6,7851.28,13274.08,Suceava,25-34,Female
CMP1597,Seasonal Steals,Email,2022-06-28,2024-03-07,70550.4,18100.8,12363.2,743.632,2050.224,Târgu Mureș,18-24,Female
CMP1598,Flash Sale Frenzy,Paid Ads,2023-01-29,2024-10-12,69009.6,6604.8,1320,265.232,599.616,Suceava,55+,Male
CMP1599,Shop & Share,Influencer Marketing,2022-12-09,2024-08-12,65403.2,25611.2,21764.8,1630.528,5604.8,Târgu Mureș,55+,Female
CMP1600,Cart to Couch,Social Media,2023-02-20,2024-10-26,10401.6,10326.4,2184,7179.04,12572.336,Baia Mare,55+,Male
CMP1601,Flash Sale Frenzy,Paid Ads,2022-07-26,2024-03-31,31182.4,1860.8,1484.8,7798.8,21721.664,Galați,55+,Male
CMP1602,Seasonal Steals,Social Media,2022-08-24,2024-04-16,49608,48979.2,26320,5448.384,13175.568,Târgu Mureș,45-54,Female
CMP1603,Deal of the Day,Paid Ads,2023-01-27,2024-10-07,71206.4,54833.6,15304,4377.936,14369.392,Suceava,18-24,Female
CMP1604,Wishlist Wonders,Paid Ads,2023-02-27,2024-11-05,67259.2,42708.8,22745.6,4515.632,17686.944,Bacău,25-34,Female
CMP1605,Seasonal Steals,Social Media,2022-08-04,2024-04-01,2336,894.4,81.6,4346.144,6037.2,Bacău,55+,Female
CMP1606,Shop & Share,Influencer Marketing,2022-07-24,2024-03-31,30918.4,27688,180.8,6351.216,23689.136,Suceava,25-34,Male
CMP1607,Cart to Couch,Paid Ads,2022-10-06,2024-06-08,12697.6,4617.6,2200,4441.968,6787.424,Suceava,25-34,Female
CMP1608,Seasonal Steals,Email,2022-09-28,2024-06-03,71851.2,44795.2,10694.4,517.328,791.808,Bacău,55+,Male
CMP1609,Seasonal Steals,Email,2022-12-29,2024-08-21,77587.2,577.6,124.8,3354.128,12537.248,Suceava,25-34,Female
CMP1610,Wishlist Wonders,Influencer Marketing,2022-09-28,2024-06-08,20273.6,7070.4,3416,499.504,696.272,Târgu Mureș,35-44,Female
CMP1611,Shop & Share,Paid Ads,2022-07-07,2024-03-27,44603.2,26380.8,6328,6766.752,11254.864,Galați,35-44,Male
CMP1612,Wishlist Wonders,Social Media,2022-06-20,2024-02-26,69992,46828.8,19833.6,1479.552,4998.912,Bacău,18-24,Male
CMP1613,Cart to Couch,Email,2023-02-09,2024-10-13,33668.8,27934.4,18731.2,5277.28,16333.184,Suceava,35-44,Female
CMP1614,Cart to Couch,Social Media,2022-10-08,2024-06-25,25145.6,10184,7688,3179.632,8030.576,Baia Mare,25-34,Female
CMP1615,Cart to Couch,Email,2022-06-01,2024-02-18,43032,31542.4,10494.4,2035.984,6240.272,Galați,25-34,Female
CMP1616,Shop & Share,Email,2022-05-30,2024-02-09,42118.4,20049.6,9657.6,952.64,2845.296,Târgu Mureș,55+,Female
CMP1617,Wishlist Wonders,Paid Ads,2022-10-28,2024-06-29,30979.2,13843.2,12118.4,5766.544,14092.432,Târgu Mureș,55+,Male
CMP1618,Deal of the Day,Influencer Marketing,2022-12-21,2024-08-22,78372.8,19590.4,15552,702.288,1053.52,Bacău,25-34,Female
CMP1619,Flash Sale Frenzy,Influencer Marketing,2023-02-11,2024-10-11,18507.2,6217.6,4894.4,403.808,1022.56,Târgu Mureș,25-34,Female
CMP1620,Cart to Couch,Email,2022-08-14,2024-04-19,32846.4,537.6,422.4,4961.664,8520.272,Suceava,18-24,Female
CMP1621,Wishlist Wonders,Email,2023-03-02,2024-11-10,49864,4907.2,1955.2,4765.232,9133.936,Suceava,45-54,Female
CMP1622,Flash Sale Frenzy,Social Media,2022-07-21,2024-03-15,44281.6,15427.2,11363.2,1009.792,2564.912,Baia Mare,35-44,Female
CMP1623,Cart to Couch,Social Media,2023-02-28,2024-11-15,43211.2,7808,5604.8,2667.328,5037.072,Bacău,25-34,Female
CMP1624,Wishlist Wonders,Social Media,2022-10-21,2024-06-13,4606.4,1963.2,1849.6,3078.416,6239.456,Târgu Mureș,35-44,Female
CMP1625,Deal of the Day,Social Media,2022-08-28,2024-05-19,16584,16024,2750.4,441.36,1301.44,Galați,25-34,Male
CMP1626,Deal of the Day,Email,2022-07-15,2024-03-30,14875.2,1545.6,836.8,3307.424,5661.088,Galați,55+,Female
CMP1627,Flash Sale Frenzy,Influencer Marketing,2022-11-12,2024-07-20,3896,1147.2,865.6,7206.752,13790.8,Târgu Mureș,18-24,Male
CMP1628,Seasonal Steals,Paid Ads,2022-11-10,2024-07-27,1849.6,470.4,292.8,6610.416,13045.616,Galați,45-54,Female
CMP1629,Cart to Couch,Social Media,2022-05-24,2024-01-20,13648,6068.8,2059.2,7562.736,16255.648,Galați,55+,Female
CMP1630,Flash Sale Frenzy,Influencer Marketing,2022-07-01,2024-02-25,11768,819.2,772.8,6288.048,17838.736,Târgu Mureș,25-34,Male
CMP1631,Cart to Couch,Paid Ads,2022-11-26,2024-08-15,51555.2,42675.2,307.2,7899.92,17439.28,Galați,45-54,Female
CMP1632,Flash Sale Frenzy,Influencer Marketing,2023-02-13,2024-10-19,58380.8,51592,44192,841.072,2580.704,Baia Mare,25-34,Female
CMP1633,Cart to Couch,Social Media,2022-06-02,2024-02-13,40753.6,35568,7774.4,4587.728,9380.656,Galați,25-34,Male
CMP1634,Wishlist Wonders,Paid Ads,2022-11-22,2024-07-20,70808,17515.2,13824,5985.248,18409.856,Suceava,45-54,Female
CMP1635,Deal of the Day,Social Media,2022-08-06,2024-03-31,23430.4,17368,6318.4,2399.888,8436.16,Târgu Mureș,18-24,Female
CMP1636,Shop & Share,Email,2022-11-15,2024-07-20,72528,606.4,603.2,2892.112,4256.064,Târgu Mureș,55+,Female
CMP1637,Shop & Share,Email,2023-01-23,2024-09-27,24780.8,14412.8,1958.4,4294.416,11571.312,Baia Mare,35-44,Male
CMP1638,Deal of the Day,Paid Ads,2023-02-03,2024-10-23,63934.4,23892.8,16137.6,7370.96,27317.392,Târgu Mureș,55+,Female
CMP1639,Wishlist Wonders,Influencer Marketing,2023-01-01,2024-09-12,63510.4,5526.4,1097.6,659.824,1631.536,Suceava,25-34,Female
CMP1640,Seasonal Steals,Influencer Marketing,2023-01-10,2024-09-30,73792,9720,5230.4,7267.088,12432.688,Târgu Mureș,45-54,Female
CMP1641,Flash Sale Frenzy,Influencer Marketing,2022-08-21,2024-04-18,3659.2,2958.4,611.2,3530.72,5803.568,Galați,18-24,Male
CMP1642,Wishlist Wonders,Email,2022-08-06,2024-04-24,26809.6,14283.2,7848,3468.944,7830.8,Bacău,25-34,Male
CMP1643,Shop & Share,Influencer Marketing,2022-10-04,2024-06-09,57822.4,32422.4,7920,4164.48,14372.224,Galați,25-34,Female
CMP1644,Deal of the Day,Social Media,2022-08-04,2024-04-15,33200,19238.4,8120,5820.672,17451.76,Suceava,55+,Female
CMP1645,Cart to Couch,Social Media,2022-09-18,2024-05-26,60504,22953.6,777.6,4389.36,11345.472,Galați,55+,Male
CMP1646,Deal of the Day,Email,2023-02-09,2024-10-03,50891.2,23004.8,388.8,3394.832,5399.072,Galați,55+,Male
CMP1647,Wishlist Wonders,Influencer Marketing,2022-09-12,2024-06-02,57899.2,43216,30142.4,572.72,1948.976,Galați,55+,Female
CMP1648,Deal of the Day,Social Media,2022-11-30,2024-07-30,6188.8,2035.2,680,4120.4,11711.664,Baia Mare,25-34,Male
CMP1649,Flash Sale Frenzy,Paid Ads,2022-07-04,2024-03-25,8193.6,3859.2,790.4,4526.848,7256.208,Târgu Mureș,35-44,Female
CMP1650,Flash Sale Frenzy,Email,2023-01-10,2024-09-24,8508.8,3038.4,712,5568.048,21454.592,Galați,25-34,Female
CMP1651,Wishlist Wonders,Paid Ads,2023-01-25,2024-10-02,43355.2,35753.6,2587.2,2725.136,10298.336,Bacău,45-54,Female
CMP1652,Cart to Couch,Influencer Marketing,2022-12-20,2024-08-21,23230.4,5574.4,3468.8,4507.712,11429.232,Suceava,35-44,Female
CMP1653,Cart to Couch,Influencer Marketing,2022-11-09,2024-07-29,50784,33188.8,7113.6,562.24,1411.424,Baia Mare,18-24,Male
CMP1654,Deal of the Day,Email,2023-01-05,2024-09-11,5099.2,1105.6,236.8,4842.352,18081.136,Baia Mare,35-44,Male
CMP1655,Flash Sale Frenzy,Email,2022-09-13,2024-06-04,62105.6,52003.2,7804.8,5151.744,8544.448,Târgu Mureș,45-54,Female
CMP1656,Deal of the Day,Email,2022-08-02,2024-04-14,63264,38686.4,14379.2,1934.816,7650.976,Baia Mare,18-24,Male
CMP1657,Seasonal Steals,Influencer Marketing,2022-08-29,2024-04-24,62664,38736,26337.6,4046.896,12320,Baia Mare,35-44,Female
CMP1658,Seasonal Steals,Paid Ads,2022-10-27,2024-07-06,53334.4,23491.2,11113.6,7099.088,14480.944,Galați,45-54,Female
CMP1659,Wishlist Wonders,Social Media,2022-06-09,2024-02-20,26696,4764.8,3472,2321.296,3509.2,Suceava,35-44,Female
CMP1660,Deal of the Day,Paid Ads,2023-01-12,2024-09-15,45960,45660.8,28369.6,1821.072,3335.472,Târgu Mureș,55+,Female
CMP1661,Wishlist Wonders,Social Media,2022-06-13,2024-02-22,70806.4,26464,17017.6,1201.04,2226.16,Galați,35-44,Female
CMP1662,Cart to Couch,Influencer Marketing,2022-10-27,2024-07-09,63123.2,21532.8,4040,1258.928,4186.704,Bacău,25-34,Female
CMP1663,Cart to Couch,Influencer Marketing,2022-06-06,2024-02-24,29532.8,27443.2,21094.4,7202.288,24915.664,Suceava,55+,Female
CMP1664,Wishlist Wonders,Social Media,2022-12-07,2024-08-11,3960,1888,1064,5894.672,13733.632,Galați,18-24,Female
CMP1665,Cart to Couch,Influencer Marketing,2023-03-01,2024-10-31,4976,636.8,619.2,6980.8,25840.4,Suceava,45-54,Female
CMP1666,Deal of the Day,Social Media,2022-10-19,2024-07-10,47222.4,35489.6,3164.8,6799.088,18652.048,Galați,55+,Female
CMP1667,Shop & Share,Social Media,2022-09-14,2024-05-14,74180.8,55739.2,38875.2,821.856,2515.28,Suceava,55+,Male
CMP1668,Shop & Share,Influencer Marketing,2022-10-16,2024-06-23,78220.8,47001.6,32507.2,6607.328,8348.848,Suceava,35-44,Female
CMP1669,Wishlist Wonders,Social Media,2022-05-25,2024-02-04,34596.8,15654.4,7811.2,2911.408,8636.512,Bacău,55+,Female
CMP1670,Cart to Couch,Social Media,2023-02-03,2024-10-14,10908.8,174.4,128,4955.12,14317.632,Bacău,18-24,Female
CMP1671,Flash Sale Frenzy,Email,2022-10-28,2024-07-09,12340.8,9204.8,5411.2,4546.896,10467.696,Târgu Mureș,35-44,Male
CMP1672,Cart to Couch,Social Media,2022-07-01,2024-03-03,6198.4,6150.4,830.4,4886.048,18373.008,Bacău,45-54,Female
CMP1673,Cart to Couch,Social Media,2022-08-31,2024-05-02,69540.8,68652.8,43988.8,3202.08,5486.208,Bacău,25-34,Male
CMP1674,Wishlist Wonders,Social Media,2022-07-27,2024-03-28,38608,36233.6,35643.2,4480.576,10770.784,Galați,18-24,Female
CMP1675,Shop & Share,Social Media,2022-11-02,2024-07-20,48003.2,38550.4,32363.2,757.264,2365.216,Bacău,18-24,Female
CMP1676,Deal of the Day,Influencer Marketing,2022-09-10,2024-05-16,79273.6,24907.2,12739.2,6696.288,17435.84,Bacău,25-34,Male
CMP1677,Cart to Couch,Influencer Marketing,2022-12-10,2024-08-02,47734.4,25070.4,4174.4,1078.432,3552.816,Baia Mare,25-34,Female
CMP1678,Wishlist Wonders,Email,2022-07-06,2024-03-18,50265.6,5716.8,916.8,4500.928,13437.904,Baia Mare,18-24,Female
CMP1679,Wishlist Wonders,Email,2022-11-07,2024-07-09,41360,6363.2,3913.6,7174,21952.784,Bacău,45-54,Female
CMP1680,Flash Sale Frenzy,Social Media,2022-09-07,2024-05-25,67382.4,59096,56532.8,7973.104,27155.072,Târgu Mureș,55+,Female
CMP1681,Seasonal Steals,Email,2022-07-02,2024-03-05,24523.2,16720,1249.6,6455.136,15002.016,Târgu Mureș,35-44,Female
CMP1682,Wishlist Wonders,Paid Ads,2022-11-06,2024-06-30,68619.2,53718.4,52259.2,4346.976,15301.888,Baia Mare,45-54,Female
CMP1683,Seasonal Steals,Paid Ads,2022-06-01,2024-01-29,31768,11419.2,10081.6,2617.856,7838.592,Suceava,45-54,Female
CMP1684,Seasonal Steals,Email,2023-01-20,2024-10-02,72550.4,35017.6,11256,1187.088,3198,Galați,25-34,Male
CMP1685,Wishlist Wonders,Social Media,2023-03-01,2024-11-19,17844.8,289.6,73.6,6203.616,13991.168,Bacău,35-44,Male
CMP1686,Wishlist Wonders,Influencer Marketing,2022-09-04,2024-05-12,10296,4081.6,2001.6,4680.48,8753.568,Galați,45-54,Female
CMP1687,Deal of the Day,Social Media,2022-06-25,2024-03-09,19830.4,9244.8,779.2,6888.016,15418.784,Baia Mare,25-34,Male
CMP1688,Flash Sale Frenzy,Email,2022-09-10,2024-06-01,67467.2,47897.6,23144,6584.048,10424.272,Târgu Mureș,18-24,Female
CMP1689,Flash Sale Frenzy,Social Media,2022-11-17,2024-07-12,14505.6,4030.4,2606.4,538.896,1136.784,Galați,25-34,Female
CMP1690,Shop & Share,Social Media,2022-11-26,2024-07-22,6996.8,939.2,606.4,4608.752,12113.056,Bacău,45-54,Female
CMP1691,Shop & Share,Social Media,2023-02-22,2024-11-07,45027.2,19446.4,8491.2,6607.616,19835.968,Suceava,25-34,Female
CMP1692,Deal of the Day,Paid Ads,2022-08-20,2024-04-19,72072,24825.6,23646.4,4597.056,14937.712,Suceava,55+,Male
CMP1693,Deal of the Day,Email,2022-10-04,2024-06-16,28408,4552,1675.2,4290.368,13784.976,Galați,18-24,Female
CMP1694,Deal of the Day,Paid Ads,2022-11-18,2024-07-27,4811.2,950.4,265.6,3125.008,8670.096,Târgu Mureș,18-24,Female
CMP1695,Seasonal Steals,Paid Ads,2022-07-18,2024-03-26,60635.2,2070.4,1176,6523.12,15655.312,Suceava,55+,Female
CMP1696,Deal of the Day,Paid Ads,2023-01-30,2024-10-04,34560,17140.8,3246.4,2984.064,7881.728,Galați,18-24,Male
CMP1697,Wishlist Wonders,Social Media,2022-12-20,2024-09-04,51342.4,34262.4,34000,7923.296,26921.248,Târgu Mureș,45-54,Female
CMP1698,Wishlist Wonders,Email,2022-09-28,2024-06-14,52526.4,34547.2,33584,2633.008,5851.68,Bacău,35-44,Female
CMP1699,Cart to Couch,Social Media,2022-09-16,2024-05-27,36873.6,10601.6,10264,3055.728,9845.728,Galați,18-24,Male
CMP1700,Cart to Couch,Paid Ads,2022-11-29,2024-08-15,18208,15894.4,11665.6,3142.624,7044.368,Bacău,18-24,Female
CMP1701,Cart to Couch,Paid Ads,2023-01-21,2024-10-08,2817.6,2332.8,1025.6,1368.256,3207.936,Târgu Mureș,45-54,Female
CMP1702,Cart to Couch,Email,2022-08-04,2024-04-15,75132.8,38001.6,19924.8,4191.312,12081.184,Galați,18-24,Female
CMP1703,Flash Sale Frenzy,Social Media,2022-10-11,2024-07-02,1870.4,731.2,464,4602.72,13721.376,Bacău,55+,Female
CMP1704,Shop & Share,Email,2022-11-27,2024-08-04,58686.4,28105.6,19235.2,817.056,1472.72,Baia Mare,35-44,Male
CMP1705,Deal of the Day,Influencer Marketing,2022-12-05,2024-08-24,43704,19001.6,10046.4,5690.928,12431.536,Bacău,45-54,Female
CMP1706,Flash Sale Frenzy,Social Media,2022-06-11,2024-02-29,75504,28070.4,20596.8,5136.288,8092.144,Suceava,25-34,Female
CMP1707,Shop & Share,Email,2023-03-02,2024-10-25,51027.2,21955.2,4078.4,1308.336,2516.896,Bacău,18-24,Male
CMP1708,Seasonal Steals,Social Media,2022-05-31,2024-02-16,65571.2,64182.4,54620.8,6725.728,24305.456,Suceava,35-44,Female
CMP1709,Shop & Share,Email,2023-02-12,2024-10-24,18625.6,9286.4,4867.2,7334.624,27857.296,Baia Mare,55+,Female
CMP1710,Flash Sale Frenzy,Email,2022-09-18,2024-05-29,5219.2,2088,1264,1514.176,1995.024,Suceava,35-44,Female
CMP1711,Cart to Couch,Influencer Marketing,2022-12-12,2024-08-12,54462.4,28401.6,24272,3699.232,9526.08,Galați,55+,Female
CMP1712,Deal of the Day,Social Media,2022-07-24,2024-04-10,58248,29742.4,1472,6260.736,18110.24,Târgu Mureș,25-34,Female
CMP1713,Shop & Share,Social Media,2022-09-28,2024-06-02,34331.2,29451.2,17473.6,5564.464,14999.856,Baia Mare,55+,Female
CMP1714,Deal of the Day,Paid Ads,2022-12-01,2024-08-09,15742.4,12169.6,7080,1879.888,4308.048,Târgu Mureș,45-54,Female
CMP1715,Cart to Couch,Social Media,2022-11-03,2024-07-05,16020.8,11568,3460.8,4217.904,12158.992,Bacău,25-34,Male
CMP1716,Cart to Couch,Influencer Marketing,2023-01-21,2024-09-22,22638.4,3017.6,1900.8,5142.016,17616.832,Târgu Mureș,35-44,Female
CMP1717,Wishlist Wonders,Social Media,2022-08-28,2024-04-27,19112,16316.8,3588.8,1078.144,1619.904,Galați,55+,Female
CMP1718,Flash Sale Frenzy,Paid Ads,2022-10-02,2024-06-12,71025.6,18451.2,10249.6,1024.784,1898.464,Târgu Mureș,25-34,Female
CMP1719,Shop & Share,Influencer Marketing,2022-06-03,2024-01-28,19795.2,16971.2,7041.6,4237.2,12824.096,Târgu Mureș,25-34,Male
CMP1720,Shop & Share,Social Media,2022-07-21,2024-03-23,36089.6,2548.8,36.8,6078.72,11743.248,Galați,55+,Male
CMP1721,Deal of the Day,Social Media,2022-09-19,2024-05-14,75854.4,68204.8,66776,5679.456,11702.432,Târgu Mureș,45-54,Male
CMP1722,Seasonal Steals,Email,2022-10-27,2024-06-29,59851.2,39635.2,6224,1036.08,1886.64,Suceava,45-54,Female
CMP1723,Shop & Share,Email,2023-02-12,2024-10-20,64577.6,20798.4,16404.8,7106.64,13493.408,Târgu Mureș,35-44,Female
CMP1724,Flash Sale Frenzy,Email,2022-07-24,2024-04-13,48307.2,9854.4,3619.2,4891.728,11742.256,Galați,25-34,Female
CMP1725,Seasonal Steals,Email,2022-08-01,2024-04-15,59907.2,24232,22009.6,360.56,737.328,Baia Mare,55+,Female
CMP1726,Deal of the Day,Influencer Marketing,2023-02-16,2024-10-19,78358.4,37526.4,31902.4,956.128,2533.424,Baia Mare,18-24,Female
CMP1727,Wishlist Wonders,Influencer Marketing,2022-05-14,2024-01-17,20648,13732.8,5584,1445.456,3467.248,Bacău,35-44,Female
CMP1728,Shop & Share,Influencer Marketing,2022-08-11,2024-04-29,47372.8,11432,5240,2804.288,10374.912,Baia Mare,45-54,Female
CMP1729,Cart to Couch,Email,2022-08-30,2024-04-27,65665.6,46137.6,37148.8,1886.752,3575.632,Bacău,55+,Male
CMP1730,Cart to Couch,Social Media,2023-01-07,2024-09-26,3812.8,3464,1585.6,4928.192,10624.992,Suceava,25-34,Female
CMP1731,Wishlist Wonders,Influencer Marketing,2022-09-07,2024-05-18,48878.4,17740.8,13051.2,805.584,2230.512,Târgu Mureș,18-24,Female
CMP1732,Flash Sale Frenzy,Paid Ads,2022-10-08,2024-06-27,55635.2,44566.4,1168,7421.792,11932.752,Bacău,55+,Female
CMP1733,Seasonal Steals,Paid Ads,2022-06-22,2024-02-14,72004.8,56595.2,26542.4,5628.64,10995.648,Baia Mare,25-34,Male
CMP1734,Wishlist Wonders,Influencer Marketing,2022-10-01,2024-06-06,10771.2,8961.6,8894.4,7640.112,22202.128,Baia Mare,25-34,Female
CMP1735,Wishlist Wonders,Social Media,2022-09-19,2024-06-09,26776,3118.4,2608,4137.488,15608.576,Baia Mare,55+,Female
CMP1736,Flash Sale Frenzy,Email,2022-09-17,2024-05-26,36206.4,6347.2,6278.4,1142.752,2761.84,Suceava,18-24,Female
CMP1737,Seasonal Steals,Influencer Marketing,2022-10-13,2024-06-15,8579.2,5552,2516.8,181.04,237.728,Suceava,35-44,Female
CMP1738,Cart to Couch,Influencer Marketing,2022-10-20,2024-06-22,58828.8,2160,1056,2620.8,8271.52,Galați,45-54,Female
CMP1739,Cart to Couch,Influencer Marketing,2022-06-28,2024-03-13,28771.2,11433.6,8329.6,4257.184,8279.088,Bacău,45-54,Female
CMP1740,Seasonal Steals,Social Media,2022-09-12,2024-05-08,36014.4,26163.2,20571.2,2449.296,4328.672,Bacău,55+,Male
CMP1741,Cart to Couch,Paid Ads,2022-10-08,2024-06-28,41856,16296,11036.8,1542.224,6114.24,Baia Mare,18-24,Female
CMP1742,Shop & Share,Paid Ads,2022-11-08,2024-07-06,56617.6,17065.6,13875.2,4277.52,9106.448,Galați,35-44,Male
CMP1743,Deal of the Day,Influencer Marketing,2023-02-25,2024-10-26,9380.8,4931.2,1022.4,4082.176,6266.192,Târgu Mureș,55+,Male
CMP1744,Cart to Couch,Influencer Marketing,2023-01-14,2024-09-27,48761.6,13364.8,1761.6,2031.152,2881.744,Bacău,25-34,Female
CMP1745,Flash Sale Frenzy,Influencer Marketing,2022-06-17,2024-02-16,62392,46654.4,23726.4,3813.84,5618.672,Baia Mare,45-54,Male
CMP1746,Cart to Couch,Social Media,2022-05-16,2024-01-15,33126.4,16052.8,11198.4,4459.6,16307.088,Baia Mare,35-44,Male
CMP1747,Flash Sale Frenzy,Social Media,2022-06-15,2024-03-06,54515.2,19782.4,12878.4,1104.48,2172.688,Galați,25-34,Male
CMP1748,Seasonal Steals,Social Media,2023-03-01,2024-11-13,47203.2,40164.8,25616,2826.72,7425.04,Bacău,18-24,Female
CMP1749,Seasonal Steals,Influencer Marketing,2022-11-16,2024-07-16,66904,1595.2,1352,1011.248,2634.64,Târgu Mureș,55+,Female
CMP1750,Deal of the Day,Social Media,2022-09-16,2024-05-09,55840,17915.2,3928,7888.256,15797.248,Baia Mare,55+,Male
CMP1751,Deal of the Day,Influencer Marketing,2022-09-01,2024-05-23,53236.8,27344,12809.6,7563.104,12709.328,Târgu Mureș,25-34,Male
CMP1752,Wishlist Wonders,Influencer Marketing,2023-01-05,2024-09-18,20304,4235.2,459.2,3897.024,14895.424,Târgu Mureș,25-34,Female
CMP1753,Shop & Share,Email,2022-09-01,2024-04-28,42086.4,31998.4,19886.4,5239.504,20656.944,Galați,35-44,Male
CMP1754,Flash Sale Frenzy,Paid Ads,2023-01-30,2024-09-28,79489.6,2697.6,1716.8,1726.144,4081.376,Târgu Mureș,45-54,Male
CMP1755,Flash Sale Frenzy,Email,2022-11-06,2024-07-24,75652.8,74158.4,43115.2,1636.976,4107.008,Suceava,25-34,Female
CMP1756,Deal of the Day,Email,2022-06-08,2024-02-01,53035.2,28728,8654.4,5686.096,8514.704,Târgu Mureș,18-24,Female
CMP1757,Flash Sale Frenzy,Paid Ads,2022-10-20,2024-06-14,43584,11883.2,3328,4957.392,12457.92,Bacău,18-24,Female
CMP1758,Cart to Couch,Influencer Marketing,2022-12-09,2024-08-24,16182.4,3660.8,1776,7715.856,14396.416,Bacău,25-34,Female
CMP1759,Seasonal Steals,Email,2022-08-22,2024-05-05,18307.2,10633.6,10632,7846.448,20323.04,Târgu Mureș,45-54,Male
CMP1760,Seasonal Steals,Social Media,2022-11-23,2024-08-13,32032,15222.4,15102.4,416.608,620.208,Bacău,55+,Male
CMP1761,Seasonal Steals,Influencer Marketing,2022-05-25,2024-02-06,57092.8,42344,41820.8,1860.688,6326.4,Baia Mare,45-54,Female
CMP1762,Cart to Couch,Influencer Marketing,2022-06-28,2024-02-22,22246.4,2816,1232,1240.528,4935.568,Bacău,18-24,Male
CMP1763,Wishlist Wonders,Influencer Marketing,2022-06-27,2024-03-11,52046.4,9641.6,5078.4,713.392,2715.056,Baia Mare,18-24,Female
